split,class_id,class_name,class_label,filename,path,extension,exists,readable,error,file_size_kb,width,height,aspect_ratio,mode,brightness,contrast,mean_r,mean_g,mean_b,green_excess,saturation,md5
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2036.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2036.jpg,.jpg,True,True,,10.7626953125,224,224,1.0,RGB,106.373314,48.12904,77.300285,138.9613,102.85836,97.763954,63.87835,6646c837afe842776f318dc6162997e8
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2039.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2039.jpg,.jpg,True,True,,10.62109375,224,224,1.0,RGB,114.029655,48.13984,98.23168,132.95926,110.89802,56.788822,42.214924,fb14c32e4a61a925a1367acbe1495ccb
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2040.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2040.jpg,.jpg,True,True,,11.154296875,224,224,1.0,RGB,107.36491,45.675514,91.33572,128.119,102.64001,62.262276,41.499104,b78cf94c2a5ef4371997e39c1b6cff2b
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2041.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2041.jpg,.jpg,True,True,,10.787109375,224,224,1.0,RGB,120.62962,44.808895,107.023315,142.3354,112.530136,65.11735,43.523716,8c97684fd52d2bb0951097e318d396fa
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2045.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2045.jpg,.jpg,True,True,,10.4501953125,224,224,1.0,RGB,109.27991,49.237553,97.558235,132.59494,97.68655,69.945114,44.220623,ca48bac8b133afe10baee5e6772382da
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2046.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2046.jpg,.jpg,True,True,,11.376953125,224,224,1.0,RGB,99.54074,55.10874,82.14389,116.33494,100.143394,50.382595,41.958385,aca3009b26c966c40fccbb7ebb3934b9
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2047.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2047.jpg,.jpg,True,True,,11.1943359375,224,224,1.0,RGB,114.581436,52.68351,100.06162,144.74744,98.93525,90.497986,54.765247,083dcfb877fca166cffdb0199339a38f
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2048.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2048.jpg,.jpg,True,True,,11.0224609375,224,224,1.0,RGB,108.82446,49.950047,103.52812,139.39134,83.55393,91.70063,57.48904,b5740ebcfa422e9cec36321a5eb75e55
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2049.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2049.jpg,.jpg,True,True,,11.4833984375,224,224,1.0,RGB,105.69678,55.82462,98.32109,147.2229,71.54636,124.57835,77.00481,c5a917e19a93dcd3874c578038042f69
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2050.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2050.jpg,.jpg,True,True,,10.6630859375,224,224,1.0,RGB,100.51001,53.543,77.42919,139.5575,84.54335,117.142456,66.82171,defd41b06fc63b38ef8459880b7c7fe3
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2051.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2051.jpg,.jpg,True,True,,11.080078125,224,224,1.0,RGB,106.45304,50.459488,75.24111,147.61147,96.50654,123.47529,74.79099,fb8f39782360ea2aaaf221eb4c29508a
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2053.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2053.jpg,.jpg,True,True,,10.4501953125,224,224,1.0,RGB,104.67127,50.194317,91.78095,143.56847,78.6644,116.69157,68.748566,a19377a1fdfe2313742cbf40feff4f9f
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2055.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2055.jpg,.jpg,True,True,,11.8349609375,224,224,1.0,RGB,82.93451,60.30163,74.13341,97.94021,76.72991,45.0171,36.26678,b0aaf7aeeb3e956bca5d2eed985d3515
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2057.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2057.jpg,.jpg,True,True,,10.1640625,224,224,1.0,RGB,114.91661,45.072777,95.622925,155.87146,93.25548,122.864494,70.14672,adb255c43c6979c6969361c056b877c3
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2058.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2058.jpg,.jpg,True,True,,11.7939453125,224,224,1.0,RGB,102.78025,56.507397,77.06647,127.72844,103.54586,74.84454,55.403103,d05e4166af5ac06b03944ea2a9b6fecb
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2059.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2059.jpg,.jpg,True,True,,11.7373046875,224,224,1.0,RGB,105.298546,49.504234,84.74603,143.83286,87.316765,115.6029,69.04299,0275a1445695f00ffc3cdc76fba23157
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2060.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2060.jpg,.jpg,True,True,,10.9638671875,224,224,1.0,RGB,115.31402,53.398987,104.31182,152.91675,88.71345,112.808235,69.05403,5839055ca02481c9f0572705e1b16541
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2063.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2063.jpg,.jpg,True,True,,10.9658203125,224,224,1.0,RGB,106.50947,51.979305,82.32121,150.2252,86.98199,131.14722,77.03731,d6eb081f9e695213629c955ff4176c94
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2064.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2064.jpg,.jpg,True,True,,11.1318359375,224,224,1.0,RGB,113.46086,53.911346,112.288826,130.7955,97.29827,52.003906,40.11075,2a6b94e3bf24fb03fadf01b8c42a048c
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2066.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2066.jpg,.jpg,True,True,,11.7744140625,224,224,1.0,RGB,105.58973,62.64762,94.01534,129.6365,93.11735,72.140305,48.955776,bfe630b26a14dfc95c28f45a855e1859
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2068.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2068.jpg,.jpg,True,True,,9.5498046875,224,224,1.0,RGB,82.10386,55.71002,75.36125,98.52561,72.42473,49.265247,33.530453,05a7e9af7cd104d5afd3e7e1b4556495
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2070.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2070.jpg,.jpg,True,True,,11.474609375,224,224,1.0,RGB,108.064285,51.711964,83.28799,141.25996,99.64491,99.587036,67.69621,5f94660baaea1607f2f339df55a7fadc
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2074.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2074.jpg,.jpg,True,True,,9.517578125,224,224,1.0,RGB,113.15286,57.33537,131.61287,156.03183,51.813896,128.6369,104.59752,54b5650af8128c9c3f596bcd6d5f8b48
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2076.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2076.jpg,.jpg,True,True,,11.123046875,224,224,1.0,RGB,94.107414,53.22723,72.92339,121.08604,88.31282,80.93587,54.713768,0230207d8f06cfeea377ab5aab90cb1d
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2077.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2077.jpg,.jpg,True,True,,11.369140625,224,224,1.0,RGB,102.38253,60.46426,85.30692,127.49115,94.34953,75.32585,52.663105,3c911a3cb2fdfbbe4d540f947613af44
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2078.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2078.jpg,.jpg,True,True,,12.4130859375,224,224,1.0,RGB,102.60885,49.697033,87.12966,128.23787,92.45902,76.88704,52.136,2b7340f1638acdbfeef6443c48010544
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2079.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2079.jpg,.jpg,True,True,,11.6640625,224,224,1.0,RGB,111.93471,51.9437,85.6773,146.72293,103.403915,104.364655,65.415794,d88b999cc21c05b34204ba171e1b0a50
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2082.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2082.jpg,.jpg,True,True,,12.6298828125,224,224,1.0,RGB,92.63885,53.30158,69.67656,120.38945,87.850525,83.251816,55.10764,95a697c4c93cdccb2ba542c9339e8311
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2083.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2083.jpg,.jpg,True,True,,12.1435546875,224,224,1.0,RGB,97.75995,55.419266,81.95195,121.42734,89.90055,71.002174,47.972816,f027c854f66e7adfac912af7c19e2866
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2084.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2084.jpg,.jpg,True,True,,10.0517578125,224,224,1.0,RGB,121.915764,45.66765,94.15113,140.75299,130.84319,56.511658,51.96301,0b276f58f46eac80fc2ecb53265e841a
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2085.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2085.jpg,.jpg,True,True,,10.8388671875,224,224,1.0,RGB,122.86937,50.00465,90.73717,146.94542,130.92552,72.228134,60.041832,53d5c056a64e1c192628ea11a3f44689
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2086.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2086.jpg,.jpg,True,True,,11.751953125,224,224,1.0,RGB,101.68794,56.565002,81.22236,120.31804,103.52344,55.890285,44.84038,a0a87a9e095a443f6173bb7fae6bb214
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2088.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2088.jpg,.jpg,True,True,,11.8251953125,224,224,1.0,RGB,119.159386,41.5464,109.18044,137.00383,111.29391,53.533302,42.964523,7fe2c4f830e11660212a81efe452bf8d
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2089.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2089.jpg,.jpg,True,True,,10.9921875,224,224,1.0,RGB,114.151146,45.75755,115.55377,149.39577,77.50393,105.73383,74.19153,2dad1491dbc649a82770aab9020d2bf4
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2090.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2090.jpg,.jpg,True,True,,10.654296875,224,224,1.0,RGB,110.18237,51.83815,81.38969,140.29944,108.85798,90.35123,63.72098,a62e65d65a90c3a55c0ee4e1c85fcbb0
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2091.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2091.jpg,.jpg,True,True,,11.681640625,224,224,1.0,RGB,112.12258,53.41555,93.33303,141.1509,101.88383,87.08492,55.564453,f43dcdf8e0afcf29a477ddbbe702abda
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2092.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2092.jpg,.jpg,True,True,,9.73046875,224,224,1.0,RGB,103.563354,52.92139,84.95368,146.70815,79.028244,129.43437,79.52057,8679a9e1ccd86266fa5c7ee724105b1f
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2093.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2093.jpg,.jpg,True,True,,10.146484375,224,224,1.0,RGB,106.45763,52.966934,90.8503,146.99304,81.52953,121.60625,78.1415,62b49736f4706decdc5fb26756827495
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2094.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2094.jpg,.jpg,True,True,,10.9189453125,224,224,1.0,RGB,116.964615,43.992855,97.947266,146.35767,106.58893,88.17913,61.67002,a71f577583c271851e738dba882b1480
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2095.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2095.jpg,.jpg,True,True,,12.9892578125,224,224,1.0,RGB,122.66632,43.600555,114.492744,131.92676,121.57948,27.78129,32.347874,a65bd56ccb36736277c8e42c996b39e6
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2096.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2096.jpg,.jpg,True,True,,12.90234375,224,224,1.0,RGB,126.60857,54.046635,113.74512,137.19286,128.88771,31.75289,33.54805,5ea59f6965da3ab57f87fae91fe23c28
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2097.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2097.jpg,.jpg,True,True,,11.5126953125,224,224,1.0,RGB,144.07019,44.61238,123.8116,157.61053,150.78845,40.621014,40.78394,899f130b3a769b31d8b58082c3e7d413
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2099.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2099.jpg,.jpg,True,True,,11.5341796875,224,224,1.0,RGB,136.22559,47.212505,129.81163,154.2671,124.59804,54.124542,47.07354,a953b17c315c8d360545faa7b307e985
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2100.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2100.jpg,.jpg,True,True,,9.802734375,224,224,1.0,RGB,111.68341,48.657944,90.668686,134.3041,110.077446,67.862045,55.06601,390e4ca986a32c4c80f49f8ee490743d
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2101.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2101.jpg,.jpg,True,True,,12.46875,224,224,1.0,RGB,115.22925,48.1948,101.6886,146.69493,97.30423,94.39704,58.15593,69329d895c55410adbebb43669472031
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2102.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2102.jpg,.jpg,True,True,,12.369140625,224,224,1.0,RGB,117.07162,57.210403,101.61266,141.86685,107.73531,74.38572,53.87466,59690874591d991f53815b791ffae5d0
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2103.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2103.jpg,.jpg,True,True,,11.21484375,224,224,1.0,RGB,110.13296,47.14478,95.49052,135.90495,99.00341,77.31599,54.947525,4c3c1786427226ef21554e19256f1365
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2104.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2104.jpg,.jpg,True,True,,11.908203125,224,224,1.0,RGB,116.12662,55.83498,101.58092,137.59935,109.199615,64.41817,47.568916,d5f4bf0454c5c4ae17192cd18a6cf6c9
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2105.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2105.jpg,.jpg,True,True,,12.06640625,224,224,1.0,RGB,110.75705,53.931236,83.12235,144.38972,104.75907,100.89804,67.68593,88c54ea38eac2181203a9ecbf4b930ba
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2106.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2106.jpg,.jpg,True,True,,11.333984375,224,224,1.0,RGB,112.7217,53.03529,88.82458,143.73737,105.603134,93.04701,63.112743,37fe8af390d661fe2490f5c59f86e0a5
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2107.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2107.jpg,.jpg,True,True,,11.697265625,224,224,1.0,RGB,125.060745,48.408413,110.25624,145.873,119.05299,62.436783,48.287807,d330154b0bee0dadcad884b4478bed48
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2108.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2108.jpg,.jpg,True,True,,13.048828125,224,224,1.0,RGB,102.735245,57.426876,89.192764,132.19208,86.82089,88.370514,56.78665,61990c10fede4691d782481113246b42
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2109.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2109.jpg,.jpg,True,True,,11.306640625,224,224,1.0,RGB,114.386345,57.86147,100.43822,145.9869,96.73394,94.80162,64.50686,103eeeecc3a25cf22f420324f96e1e80
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2110.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2110.jpg,.jpg,True,True,,10.4775390625,224,224,1.0,RGB,137.36095,48.763176,111.35411,150.52365,150.20503,39.488163,47.171238,a42646fa168f53a1e83091be41b3621f
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2111.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2111.jpg,.jpg,True,True,,11.5908203125,224,224,1.0,RGB,110.85416,56.019707,85.69033,141.9257,104.94643,93.214645,62.464066,6651b83b77432290c0a3247663d0b394
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2112.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2112.jpg,.jpg,True,True,,10.7421875,224,224,1.0,RGB,109.74748,56.658173,97.355865,130.80951,101.07707,63.186085,48.19043,d030abe361e50c401be72acc4e7dc1e2
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2113.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2113.jpg,.jpg,True,True,,10.52734375,224,224,1.0,RGB,108.06161,48.55654,115.39467,140.16074,68.629425,96.29737,72.48015,a2958862513af7ecb423ce7fc6784d48
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2116.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2116.jpg,.jpg,True,True,,12.5986328125,224,224,1.0,RGB,118.01206,46.287796,111.32685,136.85535,105.854,56.529854,49.743923,b02e9061ffbb5ec8baea70519d4dfc34
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2117.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2117.jpg,.jpg,True,True,,11.078125,224,224,1.0,RGB,113.79659,46.178123,93.514366,141.7995,106.07591,84.00873,62.609493,24e7423606fecea265eafd131bfa3d53
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2119.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2119.jpg,.jpg,True,True,,11.7333984375,224,224,1.0,RGB,123.081856,49.00054,100.385445,151.49017,117.36996,85.224945,65.62472,b64818f3065c60dce04342c7400d03e2
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2120.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2120.jpg,.jpg,True,True,,11.5576171875,224,224,1.0,RGB,118.06675,44.619946,105.00514,138.6249,110.57021,61.674446,55.63345,4e49f42a937e1e5466abbb29aaa8cfc6
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2121.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2121.jpg,.jpg,True,True,,10.0810546875,224,224,1.0,RGB,90.7634,55.887188,75.85019,113.35935,83.08066,67.787865,45.960777,119c58ead6257006fc11b563dc9b24e4
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2122.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2122.jpg,.jpg,True,True,,12.0556640625,224,224,1.0,RGB,125.393135,42.13988,118.84853,140.85066,116.48021,46.37259,51.787327,f4c7f8d280f132de86f4e1e2e8891124
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2123.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2123.jpg,.jpg,True,True,,11.58984375,224,224,1.0,RGB,113.751724,61.881207,109.32665,128.78908,103.13945,45.112064,42.734215,ae3ae20dc8895d4a4d85259fa8816784
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2124.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2124.jpg,.jpg,True,True,,12.072265625,224,224,1.0,RGB,120.39182,60.126457,118.9379,137.2058,105.03179,50.441906,49.01134,b2d4ced4c4b75a85ec7c652470e15a91
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2125.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2125.jpg,.jpg,True,True,,10.3603515625,224,224,1.0,RGB,108.90661,44.76735,84.921715,139.81711,101.98101,92.73148,59.533802,b3e1582cdfb4e2180e50370bb12250c4
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2126.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2126.jpg,.jpg,True,True,,12.0634765625,224,224,1.0,RGB,121.03861,47.794254,114.3682,141.69836,107.04925,61.979275,52.733578,8f3b77f872a559fc791fbfb9c6946413
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2127.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2127.jpg,.jpg,True,True,,12.8134765625,224,224,1.0,RGB,126.55798,49.97065,121.180305,142.17307,116.320595,46.845245,43.92975,2bb206bb6fd43e4f722d263c533b8ce0
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2128.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2128.jpg,.jpg,True,True,,12.2578125,224,224,1.0,RGB,106.6555,53.344078,87.2324,140.51314,92.220985,101.57288,65.84353,52bd10525a1a268cafc2984573bb1fac
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2129.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2129.jpg,.jpg,True,True,,10.61328125,224,224,1.0,RGB,113.32424,50.24238,93.13562,140.56987,106.26726,81.73687,58.083843,ce5a20825148f53178f7b3d88c939b99
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2130.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2130.jpg,.jpg,True,True,,10.208984375,224,224,1.0,RGB,114.09343,46.158936,101.353714,144.7752,96.15139,92.04532,65.58534,d689096dea8dfe804f1f031aaf920659
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2131.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2131.jpg,.jpg,True,True,,11.9072265625,224,224,1.0,RGB,87.406845,50.841885,67.10925,111.60814,83.50315,72.603874,53.302975,ab44cb0f5469348726e721d12ba31008
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2132.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2132.jpg,.jpg,True,True,,9.5625,224,224,1.0,RGB,127.32913,42.5151,110.90679,150.30972,120.77087,68.9418,50.95464,5b6813ff755214de2b1fd86566f777f0
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2134.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2134.jpg,.jpg,True,True,,11.13671875,224,224,1.0,RGB,106.367355,47.30854,88.99643,127.680046,102.42558,63.93808,50.233837,86dfcc0030286d831946522b1c00d8c1
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2136.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2136.jpg,.jpg,True,True,,12.0068359375,224,224,1.0,RGB,109.58647,57.507645,103.35816,127.865715,97.53554,54.83773,46.84664,ad5c73b19f5a496f08cbe98c7215e769
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2137.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2137.jpg,.jpg,True,True,,10.8369140625,224,224,1.0,RGB,74.55425,66.57097,76.53699,97.621414,49.504364,69.20147,49.694397,aff4b0ccf3bd11a7caa543741726e231
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2140.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2140.jpg,.jpg,True,True,,11.09375,224,224,1.0,RGB,88.832954,60.076027,85.029236,109.31306,72.15657,61.44031,40.832428,3d282796309a32d2f860e6a83df9a9de
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2141.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2141.jpg,.jpg,True,True,,12.0712890625,224,224,1.0,RGB,95.51324,54.01211,85.814995,120.65623,80.0685,75.42897,47.05072,476195406b82922509351f95bd473050
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2144.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2144.jpg,.jpg,True,True,,11.4072265625,224,224,1.0,RGB,74.868355,54.01945,71.24111,93.17,60.19396,54.904934,36.98583,9fd1632f6d848320e21bec1bb5245ed0
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2145.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2145.jpg,.jpg,True,True,,11.560546875,224,224,1.0,RGB,90.83787,58.51761,86.41257,110.951035,75.149994,60.339504,40.368923,cc6130372db4dcaad6e995c40eefb6d5
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2147.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2147.jpg,.jpg,True,True,,9.681640625,224,224,1.0,RGB,125.40582,46.512905,111.638695,135.28911,129.28967,29.649832,35.77918,fd8d6ad81f7eea9c822f9651584836d4
train,2,HEALTHY_LEAF,Healthy Leaf,to_label_2148.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\HEALTHY_LEAF\to_label_2148.jpg,.jpg,True,True,,11.18359375,224,224,1.0,RGB,102.057594,50.61152,91.390945,112.16546,102.61637,30.3236,26.197903,5a1e7bcf21e73693fa10965ef43a32c8
