image_id,filename,original_path,processed_image_path,pseudo_mask_path,class_name,class_idx,target_class,pred_class,confidence,threshold_method,threshold_value,mask_coverage,mask_area_ratio,num_components,largest_component_ratio,boundary_pixel_ratio,is_disease_class,segmentation_trust,pred_correct,recommended_use
to_label_1630,ALLOCARIDARA_ATTACK_to_label_1630.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1630.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1630.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1630.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999988079071045,fixed,0.5,0.1328125,0.1328125,1,1.0,0.016661352040816327,True,high,True,train_candidate
to_label_1631,ALLOCARIDARA_ATTACK_to_label_1631.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1631.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1631.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1631.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999929666519165,fixed,0.5,0.14610570790816327,0.14610570790816327,1,1.0,0.019371811224489797,True,high,True,train_candidate
to_label_1632,ALLOCARIDARA_ATTACK_to_label_1632.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1632.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1632.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1632.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999986886978149,fixed,0.5,0.19411670918367346,0.19411670918367346,1,1.0,0.021723533163265307,True,high,True,train_candidate
to_label_1633,ALLOCARIDARA_ATTACK_to_label_1633.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1633.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1633.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1633.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999998807907104,fixed,0.5,0.19252232142857142,0.19252232142857142,1,1.0,0.020208864795918366,True,high,True,train_candidate
to_label_1636,ALLOCARIDARA_ATTACK_to_label_1636.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1636.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1636.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1636.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999967813491821,fixed,0.5,0.1785514987244898,0.1785514987244898,1,1.0,0.022401147959183673,True,high,True,train_candidate
to_label_1637,ALLOCARIDARA_ATTACK_to_label_1637.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1637.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1637.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1637.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.999995231628418,fixed,0.5,0.1490752551020408,0.1490752551020408,1,1.0,0.017458545918367346,True,high,True,train_candidate
to_label_1638,ALLOCARIDARA_ATTACK_to_label_1638.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1638.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1638.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1638.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9980915188789368,fixed,0.5,0.08187181122448979,0.08187181122448979,1,1.0,0.012197066326530613,True,high,True,train_candidate
to_label_1639,ALLOCARIDARA_ATTACK_to_label_1639.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1639.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1639.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1639.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9998898506164551,fixed,0.5,0.11055086096938775,0.11055086096938775,1,1.0,0.015306122448979591,True,high,True,train_candidate
to_label_1640,ALLOCARIDARA_ATTACK_to_label_1640.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1640.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1640.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1640.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.7447452545166016,fixed,0.5,0.04259008290816327,0.04259008290816327,1,1.0,0.00940688775510204,True,review,True,manual_review
to_label_1641,ALLOCARIDARA_ATTACK_to_label_1641.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1641.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1641.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1641.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999631643295288,fixed,0.5,0.18797831632653061,0.18797831632653061,1,1.0,0.021524234693877552,True,high,True,train_candidate
to_label_1642,ALLOCARIDARA_ATTACK_to_label_1642.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1642.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1642.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1642.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999762773513794,fixed,0.5,0.11130819515306123,0.11130819515306123,1,1.0,0.014269770408163265,True,high,True,train_candidate
to_label_1646,ALLOCARIDARA_ATTACK_to_label_1646.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1646.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1646.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1646.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999066591262817,fixed,0.5,0.1581234056122449,0.1581234056122449,1,1.0,0.01992984693877551,True,high,True,train_candidate
to_label_1647,ALLOCARIDARA_ATTACK_to_label_1647.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1647.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1647.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1647.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999816417694092,fixed,0.5,0.14084422831632654,0.14084422831632654,1,1.0,0.017059948979591837,True,high,True,train_candidate
to_label_1648,ALLOCARIDARA_ATTACK_to_label_1648.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1648.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1648.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1648.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9995942711830139,fixed,0.5,0.15471540178571427,0.15471540178571427,1,1.0,0.01913265306122449,True,high,True,train_candidate
to_label_1650,ALLOCARIDARA_ATTACK_to_label_1650.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1650.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1650.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1650.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9986371397972107,fixed,0.5,0.11242426658163265,0.11242426658163265,2,0.6461620280092182,0.01985012755102041,True,high,True,train_candidate
to_label_1651,ALLOCARIDARA_ATTACK_to_label_1651.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1651.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1651.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1651.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999823570251465,fixed,0.5,0.13016183035714285,0.13016183035714285,1,1.0,0.01610331632653061,True,high,True,train_candidate
to_label_1653,ALLOCARIDARA_ATTACK_to_label_1653.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1653.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1653.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1653.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999827146530151,fixed,0.5,0.15776466836734693,0.15776466836734693,1,1.0,0.018893494897959183,True,high,True,train_candidate
to_label_1654,ALLOCARIDARA_ATTACK_to_label_1654.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1654.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1654.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1654.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9762208461761475,fixed,0.5,0.07633131377551021,0.07633131377551021,1,1.0,0.011878188775510204,True,high,True,train_candidate
to_label_1655,ALLOCARIDARA_ATTACK_to_label_1655.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1655.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1655.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1655.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999978542327881,fixed,0.5,0.08334661989795919,0.08334661989795919,1,1.0,0.012595663265306123,True,high,True,train_candidate
to_label_1656,ALLOCARIDARA_ATTACK_to_label_1656.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1656.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1656.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1656.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999943971633911,fixed,0.5,0.1460857780612245,0.1460857780612245,1,1.0,0.015864158163265307,True,high,True,train_candidate
to_label_1657,ALLOCARIDARA_ATTACK_to_label_1657.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1657.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1657.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1657.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999632835388184,fixed,0.5,0.14431202168367346,0.14431202168367346,1,1.0,0.017777423469387755,True,high,True,train_candidate
to_label_1658,ALLOCARIDARA_ATTACK_to_label_1658.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1658.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1658.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1658.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999990463256836,fixed,0.5,0.15680803571428573,0.15680803571428573,1,1.0,0.018574617346938774,True,high,True,train_candidate
to_label_1659,ALLOCARIDARA_ATTACK_to_label_1659.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1659.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1659.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1659.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999916553497314,fixed,0.5,0.16749043367346939,0.16749043367346939,1,1.0,0.01953125,True,high,True,train_candidate
to_label_1660,ALLOCARIDARA_ATTACK_to_label_1660.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1660.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1660.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1660.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999973773956299,fixed,0.5,0.13410794005102042,0.13410794005102042,2,0.6284737702481795,0.02000956632653061,True,high,True,train_candidate
to_label_1661,ALLOCARIDARA_ATTACK_to_label_1661.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1661.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1661.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1661.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,1.0,fixed,0.5,0.19626913265306123,0.19626913265306123,1,1.0,0.021683673469387755,True,high,True,train_candidate
to_label_1662,ALLOCARIDARA_ATTACK_to_label_1662.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1662.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1662.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1662.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999998807907104,fixed,0.5,0.13249362244897958,0.13249362244897958,1,1.0,0.01634247448979592,True,high,True,train_candidate
to_label_1663,ALLOCARIDARA_ATTACK_to_label_1663.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1663.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1663.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1663.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999687671661377,fixed,0.5,0.14742107780612246,0.14742107780612246,1,1.0,0.019292091836734693,True,high,True,train_candidate
to_label_1665,ALLOCARIDARA_ATTACK_to_label_1665.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1665.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1665.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1665.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999969005584717,fixed,0.5,0.10786033163265306,0.10786033163265306,1,1.0,0.01403061224489796,True,high,True,train_candidate
to_label_1668,ALLOCARIDARA_ATTACK_to_label_1668.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1668.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1668.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1668.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999986886978149,fixed,0.5,0.11754623724489796,0.11754623724489796,1,1.0,0.014748086734693877,True,high,True,train_candidate
to_label_1669,ALLOCARIDARA_ATTACK_to_label_1669.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1669.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1669.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1669.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9996201992034912,fixed,0.5,0.083984375,0.083984375,1,1.0,0.01251594387755102,True,high,True,train_candidate
to_label_1671,ALLOCARIDARA_ATTACK_to_label_1671.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1671.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1671.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1671.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999961853027344,fixed,0.5,0.2039421237244898,0.2039421237244898,2,0.7394703410534545,0.024713010204081634,True,high,True,train_candidate
to_label_1672,ALLOCARIDARA_ATTACK_to_label_1672.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1672.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1672.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1672.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999951124191284,fixed,0.5,0.16466039540816327,0.16466039540816327,1,1.0,0.019770408163265307,True,high,True,train_candidate
to_label_1673,ALLOCARIDARA_ATTACK_to_label_1673.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1673.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1673.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1673.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.984247088432312,fixed,0.5,0.08356584821428571,0.08356584821428571,1,1.0,0.012436224489795918,True,high,True,train_candidate
to_label_1675,ALLOCARIDARA_ATTACK_to_label_1675.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1675.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1675.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1675.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999995231628418,fixed,0.5,0.12771045918367346,0.12771045918367346,1,1.0,0.015465561224489796,True,high,True,train_candidate
to_label_1676,ALLOCARIDARA_ATTACK_to_label_1676.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1676.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1676.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1676.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999991655349731,fixed,0.5,0.16476004464285715,0.16476004464285715,1,1.0,0.02024872448979592,True,high,True,train_candidate
to_label_1677,ALLOCARIDARA_ATTACK_to_label_1677.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1677.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1677.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1677.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.999955415725708,fixed,0.5,0.12442203443877552,0.12442203443877552,1,1.0,0.015465561224489796,True,high,True,train_candidate
to_label_1678,ALLOCARIDARA_ATTACK_to_label_1678.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1678.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1678.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1678.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,1.0,fixed,0.5,0.13797433035714285,0.13797433035714285,2,0.9130434782608695,0.015824298469387755,True,high,True,train_candidate
to_label_1682,ALLOCARIDARA_ATTACK_to_label_1682.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1682.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1682.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1682.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9997019171714783,fixed,0.5,0.11615114795918367,0.11615114795918367,1,1.0,0.015864158163265307,True,high,True,train_candidate
to_label_1683,ALLOCARIDARA_ATTACK_to_label_1683.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1683.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1683.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1683.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999995231628418,fixed,0.5,0.12282764668367346,0.12282764668367346,1,1.0,0.01610331632653061,True,high,True,train_candidate
to_label_1685,ALLOCARIDARA_ATTACK_to_label_1685.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1685.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1685.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1685.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999152421951294,fixed,0.5,0.11086973852040816,0.11086973852040816,1,1.0,0.01482780612244898,True,high,True,train_candidate
to_label_1688,ALLOCARIDARA_ATTACK_to_label_1688.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1688.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1688.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1688.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999462366104126,fixed,0.5,0.10425302933673469,0.10425302933673469,1,1.0,0.014190051020408163,True,high,True,train_candidate
to_label_1689,ALLOCARIDARA_ATTACK_to_label_1689.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1689.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1689.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1689.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999973773956299,fixed,0.5,0.15443638392857142,0.15443638392857142,1,1.0,0.018853635204081634,True,high,True,train_candidate
to_label_1690,ALLOCARIDARA_ATTACK_to_label_1690.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1690.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1690.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1690.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.999998927116394,fixed,0.5,0.14261798469387754,0.14261798469387754,1,1.0,0.017697704081632654,True,high,True,train_candidate
to_label_1691,ALLOCARIDARA_ATTACK_to_label_1691.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1691.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1691.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1691.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999994039535522,fixed,0.5,0.13127790178571427,0.13127790178571427,1,1.0,0.016661352040816327,True,high,True,train_candidate
to_label_1692,ALLOCARIDARA_ATTACK_to_label_1692.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1692.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1692.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1692.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9996721744537354,fixed,0.5,0.09375,0.09375,1,1.0,0.01323341836734694,True,high,True,train_candidate
to_label_1693,ALLOCARIDARA_ATTACK_to_label_1693.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1693.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1693.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1693.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9999839067459106,fixed,0.5,0.13982780612244897,0.13982780612244897,1,1.0,0.016581632653061226,True,high,True,train_candidate
to_label_1694,ALLOCARIDARA_ATTACK_to_label_1694.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALLOCARIDARA_ATTACK\to_label_1694.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALLOCARIDARA_ATTACK_to_label_1694.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALLOCARIDARA_ATTACK_to_label_1694.jpg_pseudo.png,ALLOCARIDARA_ATTACK,1,1,1,0.9997912049293518,fixed,0.5,0.10044642857142858,0.10044642857142858,1,1.0,0.01371173469387755,True,high,True,train_candidate
